brand,carName,carImg,saleVolume,price,manufacturer,rank,carModel,energyType,marketTime,insure
奔驰,奔驰GLB,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/05ab32d0a1b6462fa97ed1ecb0b2b183~tplv-resize:640:0.png?psm=motor.rank.data,2747,"[24.19, 29.79]",北京奔驰,220,紧凑型SUV,汽油,2025.03,3年不限公里
奥迪,奥迪Q3,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/ce1c130bbffa4d3cb70f1258dfd11bd6~tplv-resize:640:0.png?psm=motor.rank.data,2742,"[18.38, 21.67]",一汽奥迪,221,紧凑型SUV,汽油,2025.04,3年或10万公里
捷途,捷途自由者,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/9bfd56c01ec44dd2bae8007f8f8f5683~tplv-resize:640:0.png?psm=motor.rank.data,2685,"[10.99, 13.99]",奇瑞汽车,222,紧凑型SUV,汽油,2025.03,4年或10万公里
奇瑞,QQ冰淇淋,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/75776c3156a54c498a531caeacc06295~tplv-resize:640:0.png?psm=motor.rank.data,2667,"[3.29, 3.89]",奇瑞新能源,223,微型车,纯电动,2025.08,3年或10万公里
深蓝汽车,深蓝L07,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/149288d6e51d457482c6cfd53fc63118~tplv-resize:640:0.png?psm=motor.rank.data,2651,"[13.19, 15.59]",深蓝汽车,224,中型车,增程式,2025.08,3年或12万公里
东风纳米,纳米01,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/add1c9822ff64d33972dc6b825c026e1~tplv-resize:640:0.png?psm=motor.rank.data,2625,"[6.58, 9.78]",东风汽车,225,小型车,纯电动,2025.01,3年不限里程
大众,大众ID.3,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/aaa57e6d0b2649559594839333f2e746~tplv-resize:640:0.png?psm=motor.rank.data,2622,"[11.99, 14.49]",上汽大众,226,紧凑型车,纯电动,2025.09,3年或10万公里
ARCFOX极狐,极狐 阿尔法S5,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/5b750ec372c142d485d2c6c3a1fa0762~tplv-resize:640:0.png?psm=motor.rank.data,2526,"[11.18, 16.98]",北汽新能源,227,中型车,纯电动,2025.09,3年12万公里
腾势,腾势N9 DM,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/3dafcad8556245d38b51c81cb17f9927~tplv-resize:640:0.png?psm=motor.rank.data,2524,"[38.98, 44.98]",腾势汽车,228,大型SUV,插电式混合动力,2025.09,6年或15万公里
比亚迪,海狮05DM,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/0d3b04c90bbf46cd8a3244ce9f6ed460~tplv-resize:640:0.png?psm=motor.rank.data,2457,"[8.98, 12.58]",比亚迪,229,紧凑型SUV,插电式混合动力,2025.02,6年或15万公里
奇瑞,艾瑞泽5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/0e2331b1cedf4623bdb7a813bfcc2c2f~tplv-resize:640:0.png?psm=motor.rank.data,2448,"[4.69, 5.29]",奇瑞汽车,230,紧凑型车,汽油,2025.06,3年或10万公里
理想汽车,理想L8,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/26a1440a232c4a71bd83ed12139bd2f4~tplv-resize:640:0.png?psm=motor.rank.data,2436,"[32.18, 37.98]",理想汽车,231,中大型SUV,增程式,2025.05,5年或10万公里
睿蓝汽车,睿蓝X3 PRO,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/d326a4f1d98f42e69d2d69e4fec18c6c~tplv-resize:640:0.png?psm=motor.rank.data,2381,"[4.89, 5.79]",睿蓝汽车,232,小型SUV,汽油,2024.03,4年或10万公里
大众,高尔夫,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/0f440cb25eb44df2bfb42ed25548a563~tplv-resize:640:0.png?psm=motor.rank.data,2366,"[12.49, 14.89]",一汽-大众,233,紧凑型车,汽油,2025.09,3年或10万公里
领克,领克Z20,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/e3933b110d7f4606ad66fc53c90eea5c~tplv-resize:640:0.png?psm=motor.rank.data,2362,"[10.99, 14.49]",领克,234,紧凑型SUV,纯电动,2025.07,5年或10万公里
红旗,红旗HS3,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/911d71f82dc04e3eb2708969989e687a~tplv-resize:640:0.png?psm=motor.rank.data,2277,"[10.58, 13.28]",一汽红旗,235,紧凑型SUV,汽油,2024.08,4年或10万公里
马自达,马自达CX-5,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/cd0afa2cba3f4fba8cfdac2c4417a60b~tplv-resize:640:0.png?psm=motor.rank.data,2169,"[11.58, 14.38]",长安马自达,236,紧凑型SUV,汽油,2025.06,3年或10万公里
智己汽车,智己L6,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/8c0f45ab237c427e8f381094eeafb02b~tplv-resize:640:0.png?psm=motor.rank.data,2082,"[20.49, 29.09]",智己汽车,241,中大型车,纯电动,2025.05,5年或15万公里
丰田,普拉多,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/497f52d1db1740f1b91746f1b6b65de2~tplv-resize:640:0.png?psm=motor.rank.data,2066,"[44.98, 55.98]",一汽丰田,242,中大型SUV,油电混合,2025.02,3年或10万公里
五菱汽车,五菱荣光,https://p9-dcd.byteimg.com/motor-mis-img/efe0d84f810fe914c7149c51a6c1658e~tplv-resize:640:0.png?psm=motor.rank.data,2046,"[4.09, 4.76]",上汽通用五菱,243,微面,汽油,2023.04,3年或6万公里
比亚迪,唐L DM,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/945b04cd564f400c84b98e10829125a5~tplv-resize:640:0.png?psm=motor.rank.data,2029,"[22.98, 28.58]",比亚迪,244,中大型SUV,插电式混合动力,2025.04,6年或15万公里
奔腾,奔腾B70,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/3ec19a140c534277bfacccbd38d114f1~tplv-resize:640:0.png?psm=motor.rank.data,2014,"[9.88, 13.79]",一汽奔腾,245,中型车,汽油,2024.09,3年或10万公里
沃尔沃,沃尔沃S60,https://p9-dcd.byteimg.com/motor-mis-img/917e910a69010277adf7b04033758613~tplv-resize:640:0.png?psm=motor.rank.data,2008,"[19.29, 26.19]",沃尔沃亚太,246,中型车,48V轻混系统,2025.07,3年不限公里
smart,smart精灵#1,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/e59930a8849c48fe89708057c51c0762~tplv-resize:640:0.png?psm=motor.rank.data,1995,"[15.49, 24.99]",smart,247,小型SUV,纯电动,2025.05,4年或15万公里
比亚迪,海狮07EV,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/2739a1ee35284e549c67d883f993d2ae~tplv-resize:640:0.png?psm=motor.rank.data,1986,"[16.98, 23.18]",比亚迪,248,中型SUV,纯电动,2025.02,6年或15万公里
奇瑞,小蚂蚁,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/011420ab3a24497c94d94a07114ff802~tplv-resize:640:0.png?psm=motor.rank.data,1978,"[4.99, 6.89]",奇瑞新能源,249,微型车,纯电动,2025.06,3年或12万公里
深蓝汽车,深蓝SL03,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/941ff7aacb454240beedcaab5617960c~tplv-resize:640:0.png?psm=motor.rank.data,1941,"[11.99, 13.19]",深蓝汽车,250,中型车,增程式,2025.03,3年或12万公里
ARCFOX极狐,极狐 阿尔法T5,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/67e354e4850c48c4bd343e14d2fac9c5~tplv-resize:640:0.png?psm=motor.rank.data,1930,"[11.88, 15.48]",北汽新能源,251,中型SUV,纯电动,2024.11,3年或12万公里
尚界,尚界H5,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/9a2326b8a04c44ab8a030165d02e0478~tplv-resize:640:0.png?psm=motor.rank.data,1901,"[15.98, 19.98]",上汽集团,252,中型SUV,增程式,2025.09,4年或10万公里
尊界,尊界S800,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/602ce128e6024bef912bb7053d22f31e~tplv-resize:640:0.png?psm=motor.rank.data,1896,"[70.8, 101.8]",江淮汽车,253,大型车,纯电动,2025.05,4年或10万公里
长安启源,长安启源Q05经典,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/6d8aba34e5be4ed88438323037606eda~tplv-resize:640:0.png?psm=motor.rank.data,1895,"[7.69, 9.29]",长安启源,254,紧凑型SUV,插电式混合动力,2024.10,3年或12万公里
起亚,赛图斯,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/02e736a7425442a9b1c9cb9f58da67c8~tplv-resize:640:0.png?psm=motor.rank.data,1830,"[8.89, 15.99]",起亚,255,紧凑型SUV,汽油,2025.07,3年或10万公里
捷途,捷途大圣,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/1eee229af39646499f1cd986e4d3a0a0~tplv-resize:640:0.png?psm=motor.rank.data,1790,"[8.19, 12.79]",奇瑞汽车,256,紧凑型SUV,汽油,2025.07,4年或10万公里
比亚迪,汉L EV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/842923d4bc454c43a072d3183677c5fe~tplv-resize:640:0.png?psm=motor.rank.data,1783,"[21.98, 27.98]",比亚迪,257,中大型车,纯电动,2025.04,6年或15万公里
比亚迪,海豹07DM,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/9c68ecd3db6a4b33b4a5ae41b9317b7b~tplv-resize:640:0.png?psm=motor.rank.data,1781,"[11.18, 18.68]",比亚迪,258,中型车,插电式混合动力,2025.09,6年或15万公里
荣威,荣威RX5,https://p3-dcd.byteimg.com/motor-mis-img/50e4ec0931df36a7ac8c841a023e5a60~tplv-resize:640:0.png?psm=motor.rank.data,1777,"[6.99, 13.09]",上汽集团,259,紧凑型SUV,汽油,2025.04,3年或10万公里
奇瑞,瑞虎3x,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/359e33695ba04757bb83246794819b05~tplv-resize:640:0.png?psm=motor.rank.data,1725,"[4.99, 6.19]",奇瑞汽车,260,小型SUV,汽油,2024.08,3年或10万公里
领克,领克06,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/51305d2a160c4ed787f86fc81c37df37~tplv-resize:640:0.png?psm=motor.rank.data,1723,"[9.96, 11.18]",领克,261,小型SUV,汽油,2025.08,4年或10万公里
红旗,红旗H5 PHEV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/f24bd38b015840f588c5179d9dee6a0c~tplv-resize:640:0.png?psm=motor.rank.data,1721,"[14.58, 15.98]",一汽红旗,262,中型车,插电式混合动力,2025.04,4年或10万公里
比亚迪,唐L EV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/ddb1cf3351c548ceac07355dcadf9a7e~tplv-resize:640:0.png?psm=motor.rank.data,1708,"[23.98, 28.98]",比亚迪,263,中大型SUV,纯电动,2025.04,6年或15万公里
现代,途胜,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/5105f4c26b00494cb2e2986ab373e02e~tplv-resize:640:0.png?psm=motor.rank.data,1668,"[10.48, 16.18]",北京现代,264,紧凑型SUV,汽油,2024.11,可选:3年或15万公里/5年或10万公里/7年或7万公里
丰田,雷凌,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/1b796b228c2e4582beacd3928e0d5ae0~tplv-resize:640:0.png?psm=motor.rank.data,1615,"[11.38, 14.88]",广汽丰田,265,紧凑型车,汽油,2024.03,3年或10万公里
本田,奥德赛,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/ed5dc7d3e0384ccc97804975413d1835~tplv-resize:640:0.png?psm=motor.rank.data,1606,"[18.78, 39.18]",广汽本田,266,中型MPV,油电混合,2025.08,3年或10万公里
沃尔沃,沃尔沃S90,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/85aadd38308745acafc138573dd26671~tplv-resize:640:0.png?psm=motor.rank.data,1593,"[26.79, 36.49]",沃尔沃亚太,267,中大型车,48V轻混系统,2025.05,3年不限公里
起亚,奕跑,https://p9-dcd.byteimg.com/motor-mis-img/3634d1e1b33e9b6c6c8163d55fcca20c~tplv-resize:640:0.png?psm=motor.rank.data,1590,"[6.08, 7.48]",起亚,268,小型SUV,汽油,2021.06,3年或10万公里
蓝电,蓝电E5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/a85640b7405f4d3889bc55d63edbd0c8~tplv-resize:640:0.png?psm=motor.rank.data,1562,"[9.98, 15.19]",赛力斯蓝电汽车,271,中型SUV,插电式混合动力,2024.04,6年或15万公里
宝骏,宝骏云海EV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/5105508937d0401eb836916a4e4fb275~tplv-resize:640:0.png?psm=motor.rank.data,1558,"[9.98, 16.58]",上汽通用五菱,272,紧凑型SUV,纯电动,2025.07,6年或15万公里
林肯,林肯Z,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/4694157ee5604cc2af6a9edc0a811146~tplv-resize:640:0.png?psm=motor.rank.data,1557,"[23.58, 36.58]",长安林肯,273,中型车,汽油,2024.09,5年或14万公里
广汽传祺,传祺GS4,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/3a5e2422597647f882593d68647ec164~tplv-resize:640:0.png?psm=motor.rank.data,1552,"[9.28, 10.28]",广汽传祺,274,紧凑型SUV,汽油,2024.04,3年或10万公里
别克,别克E5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/e019aca29b5b47a28b0719e0aea03062~tplv-resize:640:0.png?psm=motor.rank.data,1547,"[14.99, 17.79]",上汽通用别克,275,中大型SUV,纯电动,2025.06,3年或10万公里
红旗,红旗H6,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/fa72daa861444c8898700a48cabab96b~tplv-resize:640:0.png?psm=motor.rank.data,1516,"[12.98, 21.9]",一汽红旗,276,中型车,汽油,2025.06,4年或10万公里
东风风行,星海S7,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/74e72960fc1e4096822011d7bf0ff0fc~tplv-resize:640:0.png?psm=motor.rank.data,1506,"[10.99, 18.99]",东风风行,277,中大型车,增程式,2025.04,8年或16万公里
捷途山海,捷途山海T2,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/4a0ea64269a74343bde175aed5b85121~tplv-resize:640:0.png?psm=motor.rank.data,1506,"[15.99, 21.99]",奇瑞汽车,278,紧凑型SUV,插电式混合动力,2025.04,4年或10万公里
极氪,ZEEKR 009,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/ff38fe497faf47a5bfeec1a95272f0ed~tplv-resize:640:0.png?psm=motor.rank.data,1491,"[43.9, 89.9]",极氪,279,中大型MPV,纯电动,2024.07,4年或10万公里
起亚,狮铂拓界,https://p3-dcd.byteimg.com/motor-mis-img/64635680904a46d6cc34230eaf9a9552~tplv-resize:640:0.png?psm=motor.rank.data,1471,"[12.98, 18.78]",起亚,280,紧凑型SUV,汽油,2025.04,5年或10万公里
比亚迪,夏,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/0c2f148741094b5fb3ebe3abed763d91~tplv-resize:640:0.png?psm=motor.rank.data,1467,"[23.48, 29.48]",比亚迪,281,中大型MPV,插电式混合动力,2025.01,6年或15万公里
江铃集团新能源,易至EV2,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/1b555b0a37b24a7a9a96665ce130381c~tplv-resize:640:0.png?psm=motor.rank.data,1461,"[3.99, 5.19]",江铃集团新能源,282,微型车,纯电动,2025.08,3年或6万公里
奇瑞风云,风云X3,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/b8cc7679e7c44359bec5795f580622ab~tplv-resize:640:0.png?psm=motor.rank.data,1456,"[8.99, 10.99]",奇瑞汽车,283,紧凑型SUV,纯电动,2025.08,3年或10万公里
蔚来,蔚来ET5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/021a6d4c02a74d718f7806e6c7239461~tplv-resize:640:0.png?psm=motor.rank.data,1441,"[19, 20.8]",蔚来,284,中型车,纯电动,2025.05,3年或12万公里
广汽传祺,传祺向往S7,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/45b50904cf2c4d7e96e1317471f7ff01~tplv-resize:640:0.png?psm=motor.rank.data,1436,"[15.98, 21.98]",广汽传祺,285,中大型SUV,插电式混合动力,2025.03,3年或10万公里
大众,ID.4 CROZZ,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/607efd041a344814981894ede3f25e83~tplv-resize:640:0.png?psm=motor.rank.data,1436,"[12.99, 23.36]",一汽-大众,286,紧凑型SUV,纯电动,2025.08,3年或10万公里
奇瑞风云,风云T8,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/3f0f027673a34e259b2cacbeb23eef03~tplv-resize:640:0.png?psm=motor.rank.data,1423,"[8.99, 13.69]",奇瑞汽车,287,紧凑型SUV,插电式混合动力,2025.02,终身质保(责任免除条款以官方为准)
丰田,丰田bZ3,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/763462e08f15480e95ea6bfde82ef44c~tplv-resize:640:0.png?psm=motor.rank.data,1413,"[12.98, 15.98]",一汽丰田,288,中型车,纯电动,2024.01,3年或10万公里
智界,智界S7,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/f8b294c8e50647398dfb3b0e099764d6~tplv-resize:640:0.png?psm=motor.rank.data,1401,"[22.98, 32.98]",奇瑞汽车,289,中大型车,纯电动,2025.08,4年或10万公里
福特,探险者,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/e176b8cf1d934c2c80c3db40747a214c~tplv-resize:640:0.png?psm=motor.rank.data,1387,"[30.98, 39.98]",长安福特,290,中大型SUV,汽油,2025.06,3年或10万公里
大众,揽境,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/eeac6dcca5d34e10aff8e0e2d7f973de~tplv-resize:640:0.png?psm=motor.rank.data,1363,"[26.99, 29.99]",一汽-大众,291,中大型SUV,汽油,2025.08,3年或10万公里
雪铁龙,凡尔赛C5 X,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/fbb2febc93054b269bd8eeb04935102c~tplv-resize:640:0.png?psm=motor.rank.data,1354,"[13.77, 18.67]",东风雪铁龙,292,中型车,汽油,2025.06,3年或10万公里
大众,大众CC,https://p3-dcd.byteimg.com/motor-mis-img/bc1a1cfcace04020b804932bd5c78749~tplv-resize:640:0.png?psm=motor.rank.data,1348,"[19.99, 24.99]",一汽-大众,293,中型车,汽油,2025.09,3年或10万公里
北京汽车,北京EU5,https://p3-dcd.byteimg.com/motor-mis-img/fac9641308c9c3c9b23765bdcbdd6697~tplv-resize:640:0.png?psm=motor.rank.data,1338,"[12.99, 17.19]",北京汽车,294,紧凑型车,纯电动,2025.01,3年或12万公里
ROX极石,极石01,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/e67441b6c5234d90aba5de4e0f2565cc~tplv-resize:640:0.png?psm=motor.rank.data,1326,"[29.99, 35.99]",北京汽车制造厂,295,中大型SUV,增程式,2024.08,5年或10万公里
现代,库斯途,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/1021e1ea21ad48cc8a366e29eee380b3~tplv-resize:640:0.png?psm=motor.rank.data,1323,"[12.58, 17.48]",北京现代,296,中大型MPV,汽油,2024.08,5年或10万公里
ARCFOX极狐,极狐 考拉,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/6a1f9bf3228f4c4a8e386f2e8f1a10ef~tplv-resize:640:0.png?psm=motor.rank.data,1319,"[11.98, 15.88]",北汽新能源,297,紧凑型MPV,纯电动,2023.09,5年或12万公里
启辰,启辰VX6,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/a00b2c2ef316486dbec5384a722cc5d6~tplv-resize:640:0.png?psm=motor.rank.data,1299,"[11.88, 15.99]",东风日产,298,中型SUV,纯电动,2025.07,6年或15万公里
比亚迪,比亚迪e7,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/defa557f1c7b405babc9abc2d0152b7e~tplv-resize:640:0.png?psm=motor.rank.data,1294,"[10.38, 13.98]",比亚迪,299,中型车,纯电动,2025.05,6年或15万公里
SRM鑫源,金海狮,https://p3-dcd.byteimg.com/motor-mis-img/420edba187de7d68b797455324ccd5af~tplv-resize:640:0.png?psm=motor.rank.data,1291,"[6.09, 10.59]",鑫源汽车,300,微面,汽油,2023.09,2年或10万公里
捷达,捷达VS8,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/d14175e3a62b4beaaac07067e46a9907~tplv-resize:640:0.png?psm=motor.rank.data,1278,"[9.59, 10.99]",一汽-大众捷达,301,中型SUV,汽油,2025.09,3年或10万公里
宝马,宝马iX1,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/e8790ecf0d6e40d7818d4d66dce00a4b~tplv-resize:640:0.png?psm=motor.rank.data,1247,"[17.5, 19.3]",华晨宝马,302,紧凑型SUV,纯电动,2025.08,3年或10万公里
深蓝汽车,深蓝S09,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/3ce8f40eea7644cdb35eb3fb3f1d6780~tplv-resize:640:0.png?psm=motor.rank.data,1246,"[22.99, 29.99]",深蓝汽车,303,大型SUV,增程式,2025.09,5年或10万公里
享界,享界S9T,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/613c0834a43548f8bd82888ada27be70~tplv-resize:640:0.png?psm=motor.rank.data,1239,"[30.98, 36.98]",北汽新能源,304,中大型车,增程式,2025.09,4年或10万公里
吉利汽车,吉利ICON,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/27ec97af3e9c4653abb2ea8ab9dbabfd~tplv-resize:640:0.png?psm=motor.rank.data,1236,"[7.98, 8.58]",吉利汽车,305,小型SUV,汽油,2025.07,4年或10万公里
方程豹,豹8,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/061354d7f68f4fca9d7185b9ad90e5ff~tplv-resize:640:0.png?psm=motor.rank.data,1217,"[37.98, 42.38]",方程豹,306,中大型SUV,插电式混合动力,2024.11,6年或15万公里
东风风行,菱智,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/15fe2dcf06d74df5974d3dcd07fb5f42~tplv-resize:640:0.png?psm=motor.rank.data,1197,"[5.99, 9.99]",东风风行,307,中型MPV,汽油,2025.07,5年或10万公里
林肯,航海家,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/16d2c5e100de415c90e59db7a91f8242~tplv-resize:640:0.png?psm=motor.rank.data,1192,"[30.58, 46.88]",长安林肯,308,中型SUV,汽油,2025.09,5年或14万公里
别克,威朗,https://p3-dcd.byteimg.com/motor-mis-img/f935e27660580af362e268ff6a476c00~tplv-resize:640:0.png?psm=motor.rank.data,1190,"[6.89, 9.89]",上汽通用别克,309,紧凑型车,汽油,2022.10,3年或10万公里
本田,型格,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/d9881e2fe62144f38d4cb05ab7d9e61e~tplv-resize:640:0.png?psm=motor.rank.data,1186,"[10.49, 14.59]",广汽本田,310,紧凑型车,油电混合,2025.03,3年或10万公里
奥迪AUDI,奥迪E5 Sportback,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/37b81ebeefd5406c9f7a3e8870c044b1~tplv-resize:640:0.png?psm=motor.rank.data,1150,"[23.59, 31.99]",上汽奥迪,311,中型车,纯电动,2025.09,3年或10万公里
凯迪拉克,凯迪拉克XT4,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/0a4bbf84f21a4ef991576b8619a433a1~tplv-resize:640:0.png?psm=motor.rank.data,1150,"[15.99, 18.99]",上汽通用凯迪拉克,312,紧凑型SUV,48V轻混系统,2025.05,3年不限公里
奔驰,奔驰A级,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/f3aa2146a74d47e3ab4844b147234e37~tplv-resize:640:0.png?psm=motor.rank.data,1143,"[19.13, 21.57]",北京奔驰,313,紧凑型车,汽油,2024.03,3年不限公里
荣威,荣威D7 DMH,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/8f5ff099d811440e9765d3840d675d6c~tplv-resize:640:0.png?psm=motor.rank.data,1076,"[7.98, 9.98]",上汽集团,321,中型车,插电式混合动力,2024.11,6年或15万公里
享界,享界S9,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/fe8ac391e2144d438da1c6ac98235c54~tplv-resize:640:0.png?psm=motor.rank.data,1072,"[30.98, 44.98]",北汽新能源,322,中大型车,增程式,2025.04,4年或10万公里
小鹏汽车,小鹏G9,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/cf6beda3140c40028675c2c3ef6531ac~tplv-resize:640:0.png?psm=motor.rank.data,1046,"[24.88, 27.88]",小鹏汽车,323,中大型SUV,纯电动,2025.03,5年或12万公里
捷达,捷达VS7,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/5062988c65aa4711bdcc12425ffa0e05~tplv-resize:640:0.png?psm=motor.rank.data,1046,"[10.79, 13.09]",一汽-大众捷达,324,中型SUV,汽油,2025.10,3年或10万公里
东风纳米,纳米06,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/a300dd64d6084f128da6cbab290b698e~tplv-resize:640:0.png?psm=motor.rank.data,1041,"[8.19, 11.19]",东风汽车,325,小型SUV,纯电动,2025.05,3年不限里程
阿维塔,阿维塔 12,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/f124a6c86a674d138cdc312c50047ba4~tplv-resize:640:0.png?psm=motor.rank.data,1037,"[25.99, 70]",阿维塔科技,326,中大型车,增程式,2025.05,5年或12万公里
奔驰,威霆,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/c3f22ffe8d57498493e3336dc3333fd2~tplv-resize:640:0.png?psm=motor.rank.data,1026,"[29.38, 38.68]",福建奔驰,327,中大型MPV,48V轻混系统,2024.08,3年或6万公里
212,212 T01,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/c49ad843aa4c40c9b6b8526138fa358f~tplv-resize:640:0.png?psm=motor.rank.data,1019,"[13.99, 18.88]",二一二越野车,328,紧凑型SUV,柴油,2025.10,3年或6万公里
奥迪,奥迪Q6L e-tron,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/1f311892889a4fcbb1744f908e4590b0~tplv-resize:640:0.png?psm=motor.rank.data,1000,"[32.98, 35.98]",一汽奥迪,329,中型SUV,纯电动,2025.08,3年或10万公里
荣威,荣威i6 MAX EV,https://p3-dcd.byteimg.com/motor-mis-img/4a62b4c1ac07ae8e723dc417a5f06360~tplv-resize:640:0.png?psm=motor.rank.data,994,"[15.28, 18.18]",上汽集团,330,紧凑型车,纯电动,2022.04,3年或10万公里
东风风行,风行雷霆,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/164c73cdd306417c9de49b976bd75712~tplv-resize:640:0.png?psm=motor.rank.data,991,"[9.98, 22.99]",东风风行,331,紧凑型SUV,纯电动,2024.04,8年或16万公里
比亚迪,宋L EV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/3ea9b04b17494c5d9845b6ddd5632d38~tplv-resize:640:0.png?psm=motor.rank.data,908,"[17.98, 23.98]",比亚迪,341,中型SUV,纯电动,2025.02,6年或15万公里
广汽传祺,影豹,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/f7497d63f43a4cd18405d73636001342~tplv-resize:640:0.png?psm=motor.rank.data,872,"[9.8, 14.8]",广汽传祺,342,紧凑型车,汽油,2025.04,3年或10万公里
现代,索纳塔,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/9d6d54839e6846ef9a26c1c66cc68d61~tplv-resize:640:0.png?psm=motor.rank.data,867,"[11.18, 15.88]",北京现代,343,中型车,汽油,2024.03,可选：3年或15万公里/5年或10万公里/7年或7万公里
吉利银河,银河L7,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/00de72e8346a464fa99ff1cf935bce9e~tplv-resize:640:0.png?psm=motor.rank.data,854,"[10.98, 15.77]",吉利银河,344,紧凑型SUV,插电式混合动力,2025.02,4年或10万公里
